Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2018-06-01,SWA,1813,ABQ,OAK,Main,,,,false,,2018-06-01T15:25,2018-06-01T15:23,,,,,2018-06-01T16:50,2018-06-01T16:34,Boeing 737-700,,,,,,,,70067309-6cf9-43dd-a93f-0a748f7a294e,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,cc736959-9e15-4380-8126-3a4867bb1bc7,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2018-06-03,SWA,3273,OAK,PHX,,,,,false,,2018-06-03T17:00,2018-06-03T16:57,,,,,2018-06-03T18:55,2018-06-03T18:45,Boeing 737-700,,,,,,,,51ddc1df-609f-4d01-9b75-91fffe136cc2,be4c4286-2c02-4dca-86d4-56e19aa348f7,cc736959-9e15-4380-8126-3a4867bb1bc7,a2f06eec-440b-48dd-9096-f9051e8a07ef,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2018-06-03,SWA,2964,PHX,ABQ,,,Main,,false,,2018-06-03T21:05,2018-06-03T21:09,,,,,2018-06-03T23:10,2018-06-03T23:08,Boeing 737-800,,,,,,,,c5063033-4857-4209-a1ba-a18b45955851,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,7b925806-8601-400f-bd02-c38802c531b8,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-08-24,SWA,2096,DEN,PHX,Main,,,,false,,2018-08-24T22:00,2018-08-24T22:01,,,,,2018-08-24T22:45,2018-08-24T22:41,Boeing 737-800,,,,,,,,27777328-b32b-4bbc-8764-2334b6dae165,be4c4286-2c02-4dca-86d4-56e19aa348f7,d00b5728-0678-4689-b660-fe9e583203dc,a2f06eec-440b-48dd-9096-f9051e8a07ef,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-08-26,SWA,6634,PHX,DEN,,,Main,,false,,2018-08-26T17:10,2018-08-26T17:27,,,,,2018-08-26T19:50,2018-08-26T20:04,Boeing 737-700,,,,,,,,4efddee5-2b5a-4497-94bc-1e532455ce64,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,d00b5728-0678-4689-b660-fe9e583203dc,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2018-12-13,SWA,1389,ABQ,PHX,Main,,,,false,,2018-12-13T09:50,2018-12-13T09:50,,,,,2018-12-13T11:05,2018-12-13T10:55,Boeing 737-700,,,,,,,,71da9c83-cb1d-42df-829a-dd3f130d0ddc,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,a2f06eec-440b-48dd-9096-f9051e8a07ef,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2018-12-13,SWA,240,PHX,SMF,,,,,false,,2018-12-13T12:30,2018-12-13T12:30,,,,,2018-12-13T13:30,2018-12-13T13:21,Boeing 737-700,,,,,,,,0f568c6d-f688-45fc-a7b6-4c2ab94bc953,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,8d225b5f-dd0b-4d8f-ab0a-8aff0c6a0eaf,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2018-12-13,SWA,1191,DEN,SMF,Main,,,,false,,2018-12-13T13:00,2018-12-13T13:00,,,,,2018-12-13T14:40,2018-12-13T14:25,Boeing 737-800,,,,,,,,040a55c4-e83b-45ad-bf00-8bed179553eb,be4c4286-2c02-4dca-86d4-56e19aa348f7,d00b5728-0678-4689-b660-fe9e583203dc,8d225b5f-dd0b-4d8f-ab0a-8aff0c6a0eaf,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-12-16,SWA,3085,SMF,DEN,,,Main,,false,,2018-12-16T15:35,2018-12-16T15:36,,,,,2018-12-16T18:50,2018-12-16T18:49,Boeing 737-700,,,,,,,,66d60a4b-cdc0-4f0d-9d68-d54ceb556794,be4c4286-2c02-4dca-86d4-56e19aa348f7,8d225b5f-dd0b-4d8f-ab0a-8aff0c6a0eaf,d00b5728-0678-4689-b660-fe9e583203dc,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2018-12-16,SWA,2502,SMF,PHX,,,,,false,,2018-12-16T16:15,2018-12-16T16:18,,,,,2018-12-16T19:00,2018-12-16T19:04,Boeing 737-700,,,,,,,,08781b64-406a-4703-aca6-494a5682d847,be4c4286-2c02-4dca-86d4-56e19aa348f7,8d225b5f-dd0b-4d8f-ab0a-8aff0c6a0eaf,a2f06eec-440b-48dd-9096-f9051e8a07ef,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2018-12-16,SWA,3102,PHX,ABQ,,,Main,,false,,2018-12-16T20:35,2018-12-16T20:44,,,,,2018-12-16T21:40,2018-12-16T21:44,Boeing 737-700,,,,,,,,2283ee08-82c0-4730-8f10-6a0cd396bc13,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,7b925806-8601-400f-bd02-c38802c531b8,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2018-12-25,SWA,2653,ABQ,DEN,Main,,Main,,false,,2018-12-25T17:35,2018-12-25T17:30,,,,,2018-12-25T18:50,2018-12-25T18:37,Boeing 737-700,,,,,,,,84cd68b7-e1fa-47f9-afb3-5a4f4066975d,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,d00b5728-0678-4689-b660-fe9e583203dc,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2019-01-18,SWA,1478,DEN,ABQ,Main,,Main,,false,,2019-01-18T21:40,2019-01-18T21:39,,,,,2019-01-18T23:00,2019-01-18T22:39,Boeing 737-700,,,,,,,,bf36f2cf-511d-44e6-bebd-b3585a217d01,be4c4286-2c02-4dca-86d4-56e19aa348f7,d00b5728-0678-4689-b660-fe9e583203dc,7b925806-8601-400f-bd02-c38802c531b8,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2019-01-21,SWA,1304,ABQ,DEN,Main,,Main,,false,,2019-01-21T16:55,2019-01-21T17:11,,,,,2019-01-21T18:20,2019-01-21T18:22,Boeing 737-700,,,,,,,,a58bd32e-7580-456a-b904-b2851b8d09c4,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,d00b5728-0678-4689-b660-fe9e583203dc,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2019-05-18,SWA,5287,DEN,ABQ,Main,,Main,,false,,2019-05-18T20:15,2019-05-18T20:41,,,,,2019-05-18T21:35,2019-05-18T21:44,Boeing 737-700,,,,,,,,837cd776-be2d-4f1e-8b01-d5f3e9e6f80d,be4c4286-2c02-4dca-86d4-56e19aa348f7,d00b5728-0678-4689-b660-fe9e583203dc,7b925806-8601-400f-bd02-c38802c531b8,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2019-05-20,SWA,2026,ABQ,DEN,Main,,Main,,false,,2019-05-20T20:40,2019-05-20T20:35,,,,,2019-05-20T22:05,2019-05-20T22:11,Boeing 737-700,,,,,,,,275f4a1d-7429-4d18-8f93-e026bf524e01,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,d00b5728-0678-4689-b660-fe9e583203dc,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2019-05-29,SWA,4171,PHX,OAK,,,,,false,,2019-05-29T12:05,2019-05-29T12:13,,,,,2019-05-29T14:05,2019-05-29T14:02,Boeing 737-800,,,,,,,,a041f64a-e42b-49c1-9c1f-916eee1d35e3,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,cc736959-9e15-4380-8126-3a4867bb1bc7,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2019-05-29,SWA,1685,OAK,PDX,,,Main,,false,,2019-05-29T15:30,2019-05-29T15:28,,,,,2019-05-29T17:10,2019-05-29T17:01,Boeing 737-700,,,,,,,,d5e34e0d-62ab-4653-9b3d-e5173bb58134,be4c4286-2c02-4dca-86d4-56e19aa348f7,cc736959-9e15-4380-8126-3a4867bb1bc7,01053f82-f010-43c1-ae11-53aa31e7b187,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2019-06-01,SWA,4979,PDX,PHX,Main,,,,false,,2019-06-01T13:35,2019-06-01T13:39,,,,,2019-06-01T16:10,2019-06-01T16:16,Boeing 737-700,,,,,,,,2f69fd3e-1737-4109-866a-c88490a3afff,be4c4286-2c02-4dca-86d4-56e19aa348f7,01053f82-f010-43c1-ae11-53aa31e7b187,a2f06eec-440b-48dd-9096-f9051e8a07ef,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2019-07-06,SWA,4661,DEN,ATL,Main,,,,false,,2019-07-06T07:00,2019-07-06T06:56,,,,,2019-07-06T11:55,2019-07-06T11:43,Boeing 737-700,,,,,,,,7c9bd22b-5327-46d2-9b48-929eb99ebc11,be4c4286-2c02-4dca-86d4-56e19aa348f7,d00b5728-0678-4689-b660-fe9e583203dc,6f0c1d11-cfef-4b33-b462-90379270f593,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2019-07-10,SWA,5945,ATL,DEN,,,Main,,false,,2019-07-10T20:45,2019-07-10T20:43,,,,,2019-07-10T22:00,2019-07-10T22:02,Boeing 737-700,,,,,,,,ba301064-ff47-4354-8abb-6622052f2a29,be4c4286-2c02-4dca-86d4-56e19aa348f7,6f0c1d11-cfef-4b33-b462-90379270f593,d00b5728-0678-4689-b660-fe9e583203dc,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2019-10-11,SWA,2172,DEN,LAS,Main,,Main,,false,,2019-10-11T19:55,2019-10-11T20:39,,,,,2019-10-11T20:50,2019-10-11T21:26,Boeing 737-700,,,,,,,,3767c456-6e06-4c8f-9d05-d44bc4f73221,be4c4286-2c02-4dca-86d4-56e19aa348f7,d00b5728-0678-4689-b660-fe9e583203dc,13ec7b81-ab66-4c6c-b632-92f18740c05b,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2019-10-13,SWA,4869,LAS,DEN,Main,,Main,,false,,2019-10-13T21:20,2019-10-13T21:23,,,,,2019-10-14T00:10,2019-10-13T23:58,Boeing 737-700,,,,,,,,b3415811-946e-4b76-b6b4-47ae050498a7,be4c4286-2c02-4dca-86d4-56e19aa348f7,13ec7b81-ab66-4c6c-b632-92f18740c05b,d00b5728-0678-4689-b660-fe9e583203dc,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2019-11-28,FFT,2823,COS,PHX,Main,,,,false,,2019-11-28T10:10,2019-11-28T10:00,,,,,2019-11-28T12:11,2019-11-28T12:10,Airbus A320neo,,,,,,,,9fa8cca0-28b5-4e3d-a66d-3f57caacbcdf,382ef70a-2039-46de-bdbd-5b8aa0aeb0f7,0bf6b834-0337-40d5-ad55-f28c665d227b,a2f06eec-440b-48dd-9096-f9051e8a07ef,,fc3bd268-833c-40f4-a74c-9512dabcbe08
2019-12-01,FFT,2824,PHX,COS,,,Main,,false,,2019-12-01T18:27,2019-12-01T18:50,,,,,2019-12-01T20:13,2019-12-01T20:27,Airbus A320,,,,,,,,c2e8e999-9d0c-4211-8ffa-2a153879153a,382ef70a-2039-46de-bdbd-5b8aa0aeb0f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,0bf6b834-0337-40d5-ad55-f28c665d227b,,dd390a1f-e92a-4411-ab72-04db16d42030
2019-12-14,SWA,6465,DEN,SMF,Main,,,,false,,2019-12-14T09:40,2019-12-14T09:35,,,,,2019-12-14T11:15,2019-12-14T11:24,Boeing 737-700,,,,,,,,22f93ef4-b4ab-4923-9c07-b538df0e4c6f,be4c4286-2c02-4dca-86d4-56e19aa348f7,d00b5728-0678-4689-b660-fe9e583203dc,8d225b5f-dd0b-4d8f-ab0a-8aff0c6a0eaf,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2019-12-15,SWA,5667,SMF,DEN,,,Main,,false,,2019-12-15T12:40,2019-12-15T12:40,,,,,2019-12-15T16:00,2019-12-15T15:43,Boeing 737-700,,,,,,,,8df56444-057c-45d7-a70c-e301385a30d3,be4c4286-2c02-4dca-86d4-56e19aa348f7,8d225b5f-dd0b-4d8f-ab0a-8aff0c6a0eaf,d00b5728-0678-4689-b660-fe9e583203dc,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2020-04-05,DAL,1093,SLC,DEN,2,C8,Main,A27,false,,2020-04-05T17:10,2020-04-05T17:04,,,,,2020-04-05T18:34,2020-04-05T18:24,Boeing 737-800,,,,,,,,2ed1d050-800b-429f-afa8-7db99134ef7f,a8765091-d043-44b1-936c-d217bb519e56,a9fd3eb2-255a-4372-9c86-ff4f7ee1d2c1,d00b5728-0678-4689-b660-fe9e583203dc,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-10-12,SWA,1444,SLC,LAS,,B17,1,C14,false,,2021-10-12T07:15,2021-10-12T07:30,,,,,2021-10-12T07:47,2021-10-12T07:48,Boeing 737-800,,,,,,,,609017e2-7fda-40d5-9457-8fdfcdf76256,be4c4286-2c02-4dca-86d4-56e19aa348f7,a9fd3eb2-255a-4372-9c86-ff4f7ee1d2c1,13ec7b81-ab66-4c6c-b632-92f18740c05b,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-10-12,SWA,1187,LAS,ABQ,1,C7,Main,A10,false,,2021-10-12T08:25,2021-10-12T09:13,,,,,2021-10-12T11:27,2021-10-12T11:42,Boeing 737-800,,,,,,,,9b45880a-2157-43a0-a51d-d3afaec22e4e,be4c4286-2c02-4dca-86d4-56e19aa348f7,13ec7b81-ab66-4c6c-b632-92f18740c05b,7b925806-8601-400f-bd02-c38802c531b8,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-10-27,SWA,774,PHX,SEA,4,C1,Main,B8,false,,2021-10-27T16:00,2021-10-27T15:55,,,,,2021-10-27T19:17,2021-10-27T18:59,Boeing 737-700,,,,,,,,f2cfe678-8718-4bcf-b18d-d5ae2b544bfd,be4c4286-2c02-4dca-86d4-56e19aa348f7,a2f06eec-440b-48dd-9096-f9051e8a07ef,b3f217fd-4bc7-4806-9efe-abe9446a74df,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2022-06-09,SWA,127,ABQ,OAK,Main,A10,1,4,false,,2022-06-09T06:25,2022-06-09T06:23,,,,,,2022-06-09T07:47,Boeing 737 MAX 8,,,,,,,,c34e801d-84d3-493f-a691-424511bb02be,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,cc736959-9e15-4380-8126-3a4867bb1bc7,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2022-06-13,SWA,291,OAK,ABQ,2,31,Main,A11,false,,2022-06-13T19:10,2022-06-13T19:09,,,,,2022-06-13T22:25,2022-06-13T22:11,Boeing 737-800,,,,,,,,df63ade3-405a-4084-a203-0c8a1bb2262d,be4c4286-2c02-4dca-86d4-56e19aa348f7,cc736959-9e15-4380-8126-3a4867bb1bc7,7b925806-8601-400f-bd02-c38802c531b8,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-11-23,DLH,2229,CDG,MUC,2B,,2,G34,false,,2022-11-23T11:20,2022-11-23T11:14,,,,,2022-11-23T12:45,2022-11-23T12:40,Airbus A320,,,,,,,,b9d033d7-5ce8-4f29-9ee4-3089973e783b,f5251aea-6a53-45b9-b762-9f6580de440e,065a1318-77b6-4f77-98ce-95b9253f64a5,fed9a584-f1e1-4a40-af94-ffbeda5c5f0e,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-11-23,DAL,220,SLC,CDG,,B2,2E,TBA,false,,2022-11-23T13:55,2022-11-23T13:58,,,,,2022-11-24T07:55,2022-11-24T08:01,Airbus A330-900neo,,,,,,,,1e7dbe06-a195-4d77-a115-b69510dbb8a1,a8765091-d043-44b1-936c-d217bb519e56,a9fd3eb2-255a-4372-9c86-ff4f7ee1d2c1,065a1318-77b6-4f77-98ce-95b9253f64a5,,5b8cd90f-0c27-41d1-a4de-e80184085fd2
2022-11-23,DAL,891,PHX,SLC,3,F10,,A17,false,,2022-11-23T14:26,2022-11-23T14:20,,,,,2022-11-23T16:01,2022-11-23T16:00,Boeing 737-900ER,,,,,,,,fd711dc5-14aa-4d49-abba-c1a133b779f1,a8765091-d043-44b1-936c-d217bb519e56,a2f06eec-440b-48dd-9096-f9051e8a07ef,a9fd3eb2-255a-4372-9c86-ff4f7ee1d2c1,,24012541-435d-4a27-af8a-4791336f1965
2022-11-28,DLH,2460,MUC,HEL,2,K21,,,false,,2022-11-28T08:20,2022-11-28T08:23,,,,,2022-11-28T11:50,2022-11-28T11:59,Airbus A321neo,,,,,,,,7cac3714-0708-461a-b0ad-e7905bb69c18,f5251aea-6a53-45b9-b762-9f6580de440e,fed9a584-f1e1-4a40-af94-ffbeda5c5f0e,561f2662-7b0f-4f72-b5bc-916f7b082f49,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2022-12-01,FIN,536,RVN,HEL,,,,,false,,2022-12-01T18:25,2022-12-01T18:53,,,,,2022-12-01T19:40,2022-12-01T20:07,Airbus A321,,,,,,,,2d250159-1539-4f5b-8c69-83bfef8224e4,49e2db86-f4de-401f-b0e4-a3e80841af4c,69380d1c-952c-4db7-b3f6-bb77d85838a7,561f2662-7b0f-4f72-b5bc-916f7b082f49,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2022-12-01,FIN,1581,HEL,CDG,,,,,false,,2022-12-01T20:30,2022-12-01T20:44:25,,,,,2022-12-01T22:35,,Embraer 190,,,,,,,,ca6125df-1084-4c3e-8cfd-6bca1584e92e,49e2db86-f4de-401f-b0e4-a3e80841af4c,561f2662-7b0f-4f72-b5bc-916f7b082f49,065a1318-77b6-4f77-98ce-95b9253f64a5,,fb807099-ea21-44f1-afb3-388faab25ae3
2022-12-03,DAL,221,CDG,SLC,2E,M24,,A19,false,,2022-12-03T10:30,2022-12-03T12:27,,,,,2022-12-03T13:30,2022-12-03T15:06,Airbus A330-900neo,,,,,,,,53162778-1b86-4629-973a-384db5ead971,a8765091-d043-44b1-936c-d217bb519e56,065a1318-77b6-4f77-98ce-95b9253f64a5,a9fd3eb2-255a-4372-9c86-ff4f7ee1d2c1,,5b8cd90f-0c27-41d1-a4de-e80184085fd2
2023-06-01,AAL,1673,PHX,DTW,4,A20,N,D31,false,,2023-06-01T09:55,2023-06-01T10:05,,,,,2023-06-01T16:48,2023-06-01T16:58,Airbus A321neo,,,,,,,,30875d50-d0bc-480b-ac45-2f522846d057,ae1fc6a5-c42d-4e70-ba63-d641d248d270,a2f06eec-440b-48dd-9096-f9051e8a07ef,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2023-06-10,UAL,212,ABQ,DEN,Main,A1,Main,B19,false,,2023-06-10T07:00,2023-06-10T06:58,,,,,2023-06-10T08:25,2023-06-10T08:10,Boeing 737 MAX 9,,,,,,,,6bcec097-fed7-434a-a72b-1ae19e07727a,b57b4c86-4724-48f1-80be-d7de4036004a,7b925806-8601-400f-bd02-c38802c531b8,d00b5728-0678-4689-b660-fe9e583203dc,,8240381a-dce7-4694-a1d8-4769a0c6507a
2023-09-28,SWA,19,ABQ,SAN,Main,A11,1,10,false,,2023-09-28T15:05,2023-09-28T15:04,,,,,2023-09-28T15:55,2023-09-28T15:48,Boeing 737-700,,,,,,,,b773e355-6906-48e2-8c2e-f7260d6955b9,be4c4286-2c02-4dca-86d4-56e19aa348f7,7b925806-8601-400f-bd02-c38802c531b8,dbeb2230-9c7b-428a-b122-a07186f48a86,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2023-09-28,SWA,1644,SAN,LAS,1,13,1,C19,false,,2023-09-28T17:20,2023-09-28T17:15,,,,,2023-09-28T18:35,2023-09-28T19:02,Boeing 737-700,,,,,,,,bf58beb0-c4de-4136-92a4-d7f321c43bab,be4c4286-2c02-4dca-86d4-56e19aa348f7,dbeb2230-9c7b-428a-b122-a07186f48a86,13ec7b81-ab66-4c6c-b632-92f18740c05b,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2023-10-01,SWA,1603,LAS,ABQ,1,C1,Main,A9,false,,2023-10-01T21:15,2023-10-01T21:31,,,,,2023-10-01T23:40,2023-10-02T00:15,Boeing 737-800,,,,,,,,ee038f5c-906f-4d11-aba9-22609dbbbd04,be4c4286-2c02-4dca-86d4-56e19aa348f7,13ec7b81-ab66-4c6c-b632-92f18740c05b,7b925806-8601-400f-bd02-c38802c531b8,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-04-01,DAL,1354,ABQ,ATL,Main,B10,S,B1,false,,2024-04-01T13:16,2024-04-01T13:39,,,,,2024-04-01T18:14,2024-04-01T18:19,Boeing 737-900ER,,GCK4NC,21C,,,,,8d1874e1-0650-42cd-90ae-6d66e0ad7d18,a8765091-d043-44b1-936c-d217bb519e56,7b925806-8601-400f-bd02-c38802c531b8,6f0c1d11-cfef-4b33-b462-90379270f593,,24012541-435d-4a27-af8a-4791336f1965
2024-04-01,DAL,1502,ATL,DTW,S,F9,EM,A36,false,,2024-04-01T20:59,2024-04-01T21:21,,,,,2024-04-01T22:55,2024-04-01T23:19,Boeing 737-900ER,,GCK4NC,21F,,,,,db451ee2-7c27-4302-a724-22073ef89bb8,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,24012541-435d-4a27-af8a-4791336f1965
2024-04-05,DAL,2053,DTW,ATL,M,A34,S,T2,false,,2024-04-05T18:00,2024-04-05T18:44,,,,,2024-04-05T20:02,2024-04-05T20:35,Airbus A350-900,,GCK4NC,31D,,,,,698f0426-a6a9-4bdf-ae31-fd952b938f95,a8765091-d043-44b1-936c-d217bb519e56,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,6f0c1d11-cfef-4b33-b462-90379270f593,,0f7e0145-14a5-4c47-aa84-f03b1ff28cd0
2024-04-05,DAL,1531,ATL,ABQ,S,B9,Main,B10,false,,2024-04-05T21:13,2024-04-05T21:27,,,,,2024-04-05T22:44,2024-04-05T23:02,Boeing 737-900ER,,GCK4NC,21A,,,,,ee84c6de-8632-43f6-9af5-66f7373c652d,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,7b925806-8601-400f-bd02-c38802c531b8,,24012541-435d-4a27-af8a-4791336f1965
2024-04-07,DAL,2053,DTW,ATL,EM,A30,S,T2,false,,2024-04-07T18:00,2024-04-07T17:59,,,,,2024-04-07T20:02,2024-04-07T20:04,Airbus A350-900,,,,,,,,b1e4fcae-dd92-468e-aa65-9325ae8e8e96,a8765091-d043-44b1-936c-d217bb519e56,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,6f0c1d11-cfef-4b33-b462-90379270f593,,0f7e0145-14a5-4c47-aa84-f03b1ff28cd0
2024-04-07,DAL,1531,ATL,ABQ,S,A27,Main,B10,false,,2024-04-07T21:13,2024-04-07T21:09,,,,,2024-04-07T22:44,2024-04-07T22:43,Boeing 737-900ER,,,,,,,,79c270ab-3156-43eb-9d02-9a0a440ff78b,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,7b925806-8601-400f-bd02-c38802c531b8,,24012541-435d-4a27-af8a-4791336f1965
2024-04-22,UAL,2014,ABQ,DEN,Main,A1,Main,B39,false,,2024-04-22T07:00,2024-04-22T06:57,,,,,2024-04-22T08:24,2024-04-22T08:15,Boeing 737 MAX 9,,L9BK7Z,25C,,,,,4c8d028a-45f8-4e38-b365-d5a579e3cd99,b57b4c86-4724-48f1-80be-d7de4036004a,7b925806-8601-400f-bd02-c38802c531b8,d00b5728-0678-4689-b660-fe9e583203dc,,8240381a-dce7-4694-a1d8-4769a0c6507a
2024-04-22,UAL,1889,DEN,DTW,Main,B18,N,D4,false,,2024-04-22T10:10,2024-04-22T10:04,,,,,2024-04-22T15:01,2024-04-22T14:45,Airbus A320,,L9BK7Z,34D,,,,,90bf7baf-303e-41e3-bb68-b31e7ba3b4f8,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,dd390a1f-e92a-4411-ab72-04db16d42030
2024-04-26,UAL,6251,DTW,IAH,N,D6,C,C39,false,,2024-04-26T11:06,2024-04-26T11:00,,,,,2024-04-26T13:26,2024-04-26T13:05,Embraer 175,,L9BK7Z,17B,,,,,b0c6dc57-58b2-46e8-a964-f7417a84d060,b57b4c86-4724-48f1-80be-d7de4036004a,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,36728d5b-40cd-46ec-93ba-8822376b565d
2024-04-26,UAL,6056,IAH,ABQ,B,B6,Main,A2,false,,2024-04-26T14:40,2024-04-26T14:43,,,,,2024-04-26T16:11,2024-04-26T16:21,Embraer 175,,L9BK7Z,15B,,,,,e02d2a1a-4a9f-4e1b-8f18-d795f7571366,b57b4c86-4724-48f1-80be-d7de4036004a,9a82d843-2e36-4dba-8a6c-ea86d70b316b,7b925806-8601-400f-bd02-c38802c531b8,,36728d5b-40cd-46ec-93ba-8822376b565d
2024-05-10,AAL,1688,ABQ,DFW,Main,B3,B,B12,true,,2024-05-10T05:00,,,,,,2024-05-10T07:50,,Airbus A321,,MMZHBF,23D,,,,,b70b7bd4-3fa8-4d89-ba36-ca2f53315c96,ae1fc6a5-c42d-4e70-ba63-d641d248d270,7b925806-8601-400f-bd02-c38802c531b8,1573100e-e4a3-47b0-9399-01b36074e1f5,,5904cdc2-eccf-41fe-8345-e82a51d3269c
